airlines
name,country
04-02-2020 19:46:18,18-07-2020 16:52:10,4:59,Kyiv,Kyiv,Airbus A340,17
13-07-2018 13:45:31,06-09-2020 08:55:02,19:56,Kyiv,Wasinghton,Airbus A340,8
06-08-2018 06:45:01,09-11-2018 08:14:26,17:9,New-York,Kharkiv,Airbus A340,3
17-10-2018 01:32:23,23-06-2018 01:24:08,0:47,London,Kharkiv,Airbus A380,58
26-03-2021 19:12:33,23-07-2018 23:11:27,4:38,Warsaw,New-York,Airbus A340,42
10-01-2020 18:31:50,15-12-2020 15:14:09,13:35,Lviv,Warsaw,Boeing 777,11
06-10-2019 03:28:18,30-01-2018 06:11:44,11:40,Wasinghton,London,Airbus A340,62
17-11-2019 00:17:07,28-02-2019 04:31:05,19:26,London,Gdansk,Boeing 777,11
05-08-2019 16:04:48,08-05-2020 05:03:39,1:55,London,Kyiv,Airbus A380,72
25-01-2019 20:52:05,05-02-2020 13:14:45,1:18,Wasinghton,Lviv,Airbus A340,65
12-11-2018 16:36:23,17-01-2021 20:38:45,3:30,Wasinghton,Lviv,Airbus A340,98
14-08-2019 15:51:33,31-10-2020 20:10:14,5:52,Wasinghton,Kharkiv,Yakovlev Yak-40,5
24-05-2018 20:11:21,21-08-2020 16:38:05,9:27,Wasinghton,Paris,Boeing 747,17
11-07-2019 13:57:22,31-01-2018 14:47:56,9:50,Gdansk,LA,Airbus A340,92
09-11-2018 21:02:55,16-11-2018 08:05:48,17:37,Gdansk,Lviv,Boeing 777,22
02-02-2019 13:14:02,09-09-2019 05:55:28,1:11,Lviv,London,Boeing 777,33
29-06-2018 08:28:56,18-09-2020 07:49:06,12:39,Gdansk,LA,Boeing 747,99
05-07-2018 01:45:33,06-01-2018 21:01:30,5:7,London,Paris,Boeing 747,40
16-10-2020 01:31:49,12-12-2018 14:03:38,19:39,Gdansk,Lviv,Boeing 747,71
28-09-2019 17:18:32,22-01-2018 17:35:42,10:48,Paris,Kyiv,Airbus A340,23
03-12-2020 17:10:09,06-11-2020 23:26:54,13:16,Kyiv,Gdansk,Tupolev Tu-154,61
12-02-2018 16:16:51,12-06-2019 02:28:56,19:57,Kyiv,Wasinghton,Boeing 747,61
20-11-2019 05:50:16,15-02-2020 19:34:29,5:1,Kyiv,New-York,Boeing 747,44
19-10-2020 09:05:48,17-01-2021 19:39:03,3:37,Wasinghton,Gdansk,Airbus A380,59
21-12-2019 23:50:39,02-12-2019 01:57:15,12:43,Kharkiv,Warsaw,Boeing 777,63
16-03-2020 22:18:54,29-06-2020 05:55:53,16:35,Kyiv,Kyiv,Boeing 777,70
29-11-2020 00:46:52,15-10-2019 23:20:18,23:56,Wasinghton,Paris,Boeing 777,56
20-09-2018 11:53:26,31-05-2019 11:28:29,16:11,LA,London,Boeing 777,18
15-02-2020 05:23:01,15-11-2020 14:01:44,3:2,Paris,Lviv,Airbus A380,66
27-02-2020 10:34:27,01-10-2020 14:21:34,1:45,LA,Wasinghton,Airbus A340,96
09-07-2018 01:21:06,16-01-2020 16:07:03,0:33,Kyiv,Paris,Boeing 777,5
14-07-2020 18:35:11,09-01-2018 14:58:24,17:3,Kyiv,Kharkiv,Tupolev Tu-154,65
30-04-2019 12:42:26,15-02-2019 20:45:24,14:28,Kharkiv,Paris,Boeing 747,26
07-07-2019 17:33:27,05-01-2018 23:02:56,23:8,Gdansk,Gdansk,Yakovlev Yak-40,9
06-04-2021 16:06:15,11-09-2020 18:34:56,11:59,Kyiv,Paris,Airbus A340,87
18-06-2018 07:34:58,25-09-2019 06:54:43,21:58,Gdansk,Kyiv,Boeing 747,85
18-10-2019 12:12:05,28-09-2019 17:27:26,10:38,LA,Warsaw,Airbus A340,68
20-03-2021 11:45:04,08-01-2020 14:14:59,8:51,Wasinghton,Kyiv,Boeing 747,72
10-01-2020 20:14:31,16-01-2019 03:42:24,1:28,Warsaw,Paris,Yakovlev Yak-40,71
15-01-2018 02:41:28,24-08-2018 21:07:42,5:26,Lviv,New-York,Airbus A340,5
07-03-2018 13:26:20,22-04-2018 02:32:12,18:3,Kyiv,Wasinghton,Boeing 747,50
16-12-2020 15:07:19,02-02-2020 22:28:22,6:27,New-York,Wasinghton,Tupolev Tu-154,17
09-02-2018 09:43:30,20-07-2019 23:26:27,8:56,New-York,Warsaw,Airbus A380,34
28-10-2020 00:01:15,10-06-2018 12:01:17,1:35,Wasinghton,London,Boeing 747,56
21-12-2020 12:05:57,27-06-2018 11:50:35,19:59,LA,Paris,Boeing 747,50
08-08-2018 03:38:59,04-02-2019 10:47:13,18:42,Paris,LA,Airbus A340,62
24-09-2018 14:20:41,13-12-2018 22:27:29,14:12,New-York,Kharkiv,Airbus A340,50
21-07-2019 18:01:58,31-10-2018 00:01:19,20:25,Lviv,Wasinghton,Boeing 747,7
17-02-2020 23:35:20,04-12-2020 02:01:23,19:57,Lviv,Lviv,Yakovlev Yak-40,76
09-02-2019 10:38:16,19-07-2019 07:03:27,6:9,London,Paris,Airbus A340,1
01-01-2018 07:31:17,15-08-2018 10:09:01,8:32,Wasinghton,Paris,Airbus A340,91
24-07-2020 01:14:39,13-08-2018 03:31:42,13:59,LA,LA,Yakovlev Yak-40,44
08-10-2020 16:56:26,02-06-2018 03:24:26,21:27,Kharkiv,Kyiv,Boeing 747,15
11-09-2019 15:58:06,13-02-2018 22:47:40,14:55,Gdansk,Paris,Airbus A340,76
07-11-2018 07:11:25,27-02-2018 22:34:35,20:50,Paris,New-York,Boeing 747,16
08-10-2018 12:42:20,27-08-2019 06:13:39,17:49,LA,Paris,Yakovlev Yak-40,13
17-03-2018 03:42:42,30-12-2018 19:21:30,1:18,Warsaw,Kyiv,Boeing 777,78
03-07-2020 08:45:27,23-07-2019 08:39:42,16:56,Warsaw,London,Yakovlev Yak-40,73
27-11-2019 16:33:47,19-04-2018 10:54:34,22:55,New-York,Kharkiv,Tupolev Tu-154,4
08-09-2018 17:48:31,21-03-2019 05:15:38,1:25,London,Kharkiv,Tupolev Tu-154,64
26-05-2018 15:57:09,19-11-2020 17:46:32,3:54,LA,Kyiv,Airbus A380,77
03-04-2020 10:49:21,08-05-2019 09:30:28,21:28,New-York,Gdansk,Yakovlev Yak-40,54
30-05-2018 12:20:36,02-01-2018 20:04:25,20:49,LA,Warsaw,Airbus A340,85
30-12-2019 19:49:41,07-03-2018 13:43:13,19:12,Wasinghton,Warsaw,Yakovlev Yak-40,60
15-01-2020 12:21:01,17-12-2019 19:49:41,23:51,Kyiv,London,Tupolev Tu-154,18
20-10-2020 12:39:44,03-01-2019 15:00:41,16:59,LA,Warsaw,Airbus A340,10
16-10-2020 23:04:54,04-12-2018 06:17:35,22:44,Paris,Wasinghton,Boeing 747,23
07-02-2019 18:52:27,18-05-2020 04:40:53,6:54,Kyiv,LA,Airbus A340,10
12-03-2019 23:08:56,26-01-2019 15:17:23,0:3,Kharkiv,Paris,Boeing 747,61
13-02-2020 19:38:01,02-11-2020 03:20:51,22:48,Kharkiv,New-York,Airbus A340,57
01-03-2021 00:38:01,05-03-2020 18:48:11,19:17,Kyiv,Warsaw,Airbus A380,69
29-03-2019 06:37:44,20-06-2020 10:56:54,21:4,Wasinghton,New-York,Airbus A340,45
10-12-2018 15:41:31,12-01-2020 20:01:56,13:16,Warsaw,Kyiv,Yakovlev Yak-40,4
07-08-2018 19:00:25,22-11-2019 12:38:54,16:17,Wasinghton,Lviv,Boeing 747,100
03-01-2019 07:43:44,28-08-2019 07:44:42,6:49,LA,Warsaw,Airbus A340,31
19-08-2018 20:55:10,07-03-2021 06:04:55,0:16,Gdansk,Paris,Tupolev Tu-154,52
10-04-2018 21:09:41,12-01-2019 10:47:49,15:18,Kharkiv,Kharkiv,Airbus A380,25
11-11-2019 23:05:27,09-04-2020 20:26:53,20:35,Lviv,Paris,Yakovlev Yak-40,96
21-01-2020 05:49:17,08-02-2021 23:32:19,23:51,New-York,Kharkiv,Boeing 747,86
09-04-2021 12:49:25,06-10-2019 06:18:58,12:7,Warsaw,Paris,Yakovlev Yak-40,98
06-03-2019 19:27:17,11-04-2019 05:52:03,6:18,Gdansk,Gdansk,Airbus A380,55
30-10-2018 07:03:20,21-03-2018 17:44:09,15:42,Warsaw,Paris,Boeing 747,37
11-05-2019 10:02:07,24-05-2018 00:00:41,11:45,Kharkiv,Gdansk,Airbus A340,69
19-02-2020 12:15:33,30-08-2018 00:45:56,0:5,Kyiv,Kharkiv,Airbus A340,97
22-03-2018 07:21:07,28-11-2020 17:23:50,23:5,Kharkiv,Lviv,Airbus A340,91
22-01-2018 21:01:46,18-12-2018 20:42:41,2:53,Kyiv,Kyiv,Boeing 777,23
05-02-2021 18:05:49,14-12-2020 09:08:41,9:55,New-York,London,Boeing 747,26
09-01-2018 10:50:21,23-01-2020 10:13:01,18:4,Kyiv,Warsaw,Boeing 747,90
13-06-2019 23:37:37,01-09-2019 02:09:17,8:13,New-York,Paris,Airbus A380,68
26-06-2018 20:32:10,31-05-2019 17:29:39,17:3,London,LA,Tupolev Tu-154,7
11-08-2018 06:21:57,26-11-2019 06:24:59,4:54,LA,LA,Airbus A340,92
20-02-2021 07:02:30,29-05-2019 07:17:31,1:39,Gdansk,Kharkiv,Airbus A340,21
14-09-2018 02:13:37,30-08-2020 16:33:34,8:1,New-York,Paris,Yakovlev Yak-40,31
18-02-2019 14:48:23,30-06-2020 00:44:13,0:22,Paris,LA,Airbus A380,7
30-04-2019 00:07:40,17-08-2020 18:50:52,20:18,London,Gdansk,Airbus A380,35
25-02-2021 20:47:49,26-09-2020 16:30:55,4:38,New-York,Paris,Airbus A340,66
02-03-2019 18:20:19,09-11-2019 07:27:09,21:53,Wasinghton,Kharkiv,Tupolev Tu-154,75
04-02-2018 01:57:40,08-09-2018 07:24:29,19:54,LA,Wasinghton,Airbus A340,65
05-12-2020 08:18:19,14-07-2020 19:53:26,22:50,Gdansk,Lviv,Boeing 777,89
04-06-2018 19:12:50,10-01-2019 22:59:39,22:0,Lviv,London,Airbus A380,33
04-04-2021 07:42:34,16-06-2018 07:57:53,8:37,Kharkiv,Gdansk,Airbus A380,9
08-08-2018 08:58:11,22-08-2018 00:28:36,1:41,Kyiv,Gdansk,Airbus A380,70
04-03-2018 06:18:50,19-02-2020 00:43:47,9:34,Kyiv,New-York,Yakovlev Yak-40,32
25-10-2020 11:46:47,04-11-2020 10:32:33,10:32,Gdansk,Warsaw,Boeing 777,24
18-05-2018 09:08:33,11-06-2020 08:18:30,10:17,London,Lviv,Airbus A340,44
10-06-2018 17:29:34,09-12-2020 07:11:43,6:13,Kharkiv,Lviv,Tupolev Tu-154,14
02-03-2019 19:30:21,22-04-2019 06:45:40,9:13,Warsaw,Lviv,Boeing 747,46
27-04-2018 11:09:45,22-02-2021 12:54:26,17:8,Paris,Kharkiv,Airbus A340,8
11-09-2019 22:36:29,02-03-2018 16:49:14,15:51,LA,Paris,Airbus A380,21
15-01-2018 14:38:41,25-02-2018 14:19:46,21:14,Kharkiv,New-York,Boeing 777,67
22-04-2019 11:34:15,10-12-2018 09:01:02,19:40,London,Kyiv,Boeing 747,13
17-08-2018 02:05:18,11-09-2018 12:28:55,11:5,LA,Kyiv,Boeing 777,37
10-07-2019 18:42:14,10-03-2019 11:45:26,8:16,Kharkiv,Wasinghton,Boeing 777,56
08-07-2018 18:09:27,16-11-2019 22:23:57,19:21,London,New-York,Airbus A340,18
12-04-2018 00:18:38,25-06-2018 08:39:47,4:25,Lviv,Wasinghton,Airbus A340,2
12-09-2018 22:32:57,23-07-2019 10:07:01,19:35,New-York,Warsaw,Airbus A380,45
07-10-2019 20:55:53,18-10-2019 20:35:04,14:16,Wasinghton,London,Airbus A340,36
01-09-2018 06:12:45,13-10-2019 21:09:36,11:10,Kharkiv,Lviv,Yakovlev Yak-40,83
14-04-2020 02:10:31,17-03-2019 19:50:40,14:57,London,Paris,Boeing 777,7
25-04-2020 15:28:54,20-04-2021 00:08:51,8:11,Warsaw,Wasinghton,Airbus A380,38
20-08-2018 06:05:40,09-09-2020 07:30:44,20:19,Kyiv,Kyiv,Boeing 777,60
15-04-2020 22:38:18,01-01-2019 05:01:45,9:47,Kharkiv,Paris,Boeing 777,47
19-01-2020 01:59:51,07-04-2018 19:27:28,10:9,Lviv,Paris,Boeing 777,39
16-10-2020 01:57:50,07-06-2020 06:35:48,4:27,Warsaw,Kharkiv,Yakovlev Yak-40,34
24-06-2018 13:28:45,17-11-2018 00:32:42,22:24,London,Kyiv,Boeing 777,77
19-04-2019 17:21:56,01-01-2019 10:39:08,9:4,Warsaw,Kyiv,Airbus A340,33
15-10-2019 07:18:04,20-11-2018 00:30:49,11:58,Kyiv,Paris,Airbus A340,12
08-05-2020 23:28:05,15-02-2019 08:15:30,5:32,Paris,New-York,Airbus A340,90
25-12-2020 14:45:20,05-05-2018 07:16:57,4:25,Warsaw,Lviv,Tupolev Tu-154,49
30-09-2018 11:50:00,25-08-2019 03:56:13,2:7,LA,Lviv,Boeing 777,7
29-12-2019 02:06:39,30-10-2018 03:32:20,13:21,Kharkiv,Paris,Tupolev Tu-154,80
20-01-2019 07:31:19,13-02-2018 23:43:15,22:21,Warsaw,Kharkiv,Boeing 777,78
26-03-2020 19:03:43,11-03-2019 21:07:42,17:6,Wasinghton,Paris,Boeing 747,54
19-01-2018 06:06:41,14-05-2018 13:53:15,0:15,Kyiv,LA,Boeing 777,11
27-04-2018 08:55:14,16-06-2018 04:53:20,1:57,LA,Kharkiv,Airbus A380,13
26-01-2018 12:22:39,19-01-2018 11:06:29,11:13,Kharkiv,Lviv,Boeing 777,58
30-04-2018 18:55:12,12-10-2018 03:03:49,17:48,Kharkiv,Kharkiv,Tupolev Tu-154,60
28-06-2020 12:57:53,12-05-2019 17:41:42,14:49,Gdansk,New-York,Boeing 747,22
19-05-2020 11:59:27,31-05-2020 09:21:19,14:5,Paris,Gdansk,Boeing 777,11
23-10-2018 05:36:40,02-03-2021 09:21:31,20:36,Lviv,Paris,Airbus A340,54
30-05-2020 12:03:44,15-06-2018 08:02:33,8:11,Warsaw,Lviv,Airbus A340,94
10-01-2019 14:58:08,18-05-2018 20:20:09,23:50,Kyiv,Kharkiv,Airbus A340,4
06-04-2019 12:02:23,16-05-2019 21:48:21,0:50,Paris,Paris,Tupolev Tu-154,19
13-06-2020 06:31:23,17-10-2019 19:57:27,17:43,Kyiv,New-York,Yakovlev Yak-40,15
14-02-2020 16:58:11,25-01-2018 03:24:25,6:49,Wasinghton,Gdansk,Boeing 747,61
10-07-2018 02:58:11,28-03-2019 07:21:58,14:19,Lviv,LA,Airbus A340,48
05-11-2018 09:30:29,05-12-2019 03:03:35,6:31,Kyiv,New-York,Airbus A340,70
16-03-2020 09:16:26,27-10-2020 03:10:18,21:39,Gdansk,Lviv,Airbus A340,54
31-01-2019 18:34:36,19-07-2018 05:48:19,16:50,Warsaw,London,Boeing 747,53
29-07-2019 12:29:10,21-03-2020 10:45:50,7:10,Kyiv,Gdansk,Tupolev Tu-154,4
09-08-2020 00:06:48,23-03-2019 21:46:28,15:49,Kharkiv,Kyiv,Boeing 777,8
10-01-2018 13:08:47,19-11-2018 20:20:18,10:20,Gdansk,London,Tupolev Tu-154,46
29-06-2019 07:07:09,31-05-2019 14:34:11,5:8,New-York,Gdansk,Boeing 777,2
10-04-2018 16:04:50,01-02-2019 01:13:49,4:29,Gdansk,Kyiv,Airbus A340,13
05-05-2019 17:30:14,11-03-2018 21:16:15,9:11,Warsaw,Kharkiv,Airbus A340,9
02-12-2020 09:08:52,09-01-2019 03:47:10,11:22,Warsaw,Lviv,Airbus A380,27
01-06-2018 10:57:55,05-12-2020 16:04:26,8:18,Kyiv,Kyiv,Boeing 777,13
27-01-2019 18:15:30,31-08-2020 19:25:58,12:9,Lviv,Wasinghton,Airbus A340,51
17-08-2019 06:29:31,25-03-2018 06:13:30,1:56,London,Paris,Boeing 777,16
28-03-2021 16:32:17,01-12-2018 03:43:53,20:12,Kharkiv,Wasinghton,Yakovlev Yak-40,80
10-08-2018 15:25:00,09-03-2021 17:03:36,13:23,Paris,Lviv,Airbus A340,18
08-04-2021 21:03:36,14-01-2019 20:32:36,17:38,London,Wasinghton,Airbus A340,17
20-12-2020 05:23:20,31-01-2018 06:40:03,6:7,Wasinghton,Kharkiv,Boeing 777,66
04-06-2018 17:43:56,27-05-2019 10:12:04,15:22,Paris,London,Airbus A380,7
20-04-2020 03:50:21,28-12-2019 23:43:45,17:12,Kyiv,London,Yakovlev Yak-40,70
11-07-2018 11:04:51,15-01-2018 02:47:23,14:47,New-York,Kyiv,Boeing 777,73
21-05-2020 08:47:59,27-07-2018 06:43:01,11:16,New-York,Kharkiv,Airbus A340,71
15-03-2019 02:42:36,14-01-2021 14:20:58,10:35,London,Gdansk,Airbus A340,53
01-02-2018 01:12:38,21-04-2021 17:20:38,1:52,Paris,Wasinghton,Airbus A380,98
30-08-2018 11:48:53,09-12-2018 18:33:46,23:57,LA,Lviv,Airbus A340,89
19-01-2018 02:24:29,08-06-2019 21:18:46,3:1,New-York,LA,Yakovlev Yak-40,58
12-04-2020 10:42:51,10-11-2020 23:13:56,9:20,Wasinghton,New-York,Airbus A380,94
22-03-2021 22:02:30,25-04-2019 02:36:40,6:36,London,Lviv,Boeing 747,98
25-11-2019 15:02:24,13-08-2019 15:29:10,11:32,Wasinghton,Paris,Tupolev Tu-154,66
04-02-2018 16:27:26,27-09-2018 23:19:22,5:4,Gdansk,Paris,Airbus A380,90
20-09-2018 11:23:32,15-02-2020 13:22:56,12:16,Warsaw,Kharkiv,Airbus A340,24
27-05-2019 07:27:23,28-10-2018 11:50:31,10:7,LA,Gdansk,Boeing 747,99
13-02-2021 06:55:04,22-03-2020 18:16:00,18:29,London,New-York,Yakovlev Yak-40,96
28-06-2020 01:23:25,15-10-2020 06:11:53,5:26,Gdansk,Lviv,Airbus A380,17
05-05-2020 21:01:59,23-12-2019 09:43:22,4:56,Paris,Gdansk,Airbus A380,38
05-10-2018 08:13:54,13-01-2019 05:46:48,5:37,Kharkiv,Wasinghton,Yakovlev Yak-40,54
08-12-2019 13:59:21,08-01-2018 03:31:21,21:6,Kyiv,Lviv,Yakovlev Yak-40,97
30-05-2019 13:21:26,08-08-2020 17:13:09,7:4,Paris,Kyiv,Airbus A340,7
06-11-2019 16:27:13,14-06-2018 01:08:07,5:30,Wasinghton,Gdansk,Airbus A340,90
11-02-2021 16:27:07,15-11-2020 23:55:28,16:29,Wasinghton,New-York,Airbus A340,92
16-04-2021 11:49:47,12-09-2020 00:24:19,1:15,Gdansk,Wasinghton,Airbus A380,92
27-07-2020 00:05:07,20-03-2020 00:34:37,0:51,London,Lviv,Yakovlev Yak-40,64
22-09-2020 05:32:21,13-10-2018 02:20:25,16:1,Lviv,New-York,Boeing 747,31
24-09-2018 23:57:30,27-10-2020 23:20:37,8:24,London,Gdansk,Yakovlev Yak-40,45
28-01-2021 08:21:38,06-08-2020 07:22:51,0:55,Gdansk,Kyiv,Airbus A380,7
02-09-2020 13:22:04,22-01-2019 05:14:08,5:51,Lviv,London,Airbus A380,13
29-12-2019 14:18:46,02-08-2020 17:21:24,16:56,Paris,Warsaw,Airbus A340,45
07-05-2020 12:16:12,25-04-2019 10:06:47,0:59,Warsaw,LA,Boeing 777,81
17-04-2021 00:40:09,13-06-2018 03:45:04,10:22,Kyiv,New-York,Tupolev Tu-154,71
16-12-2020 22:49:53,16-12-2018 19:42:30,16:22,Kyiv,Wasinghton,Yakovlev Yak-40,93
30-11-2020 06:10:56,13-02-2019 00:39:52,11:9,New-York,Lviv,Airbus A380,61
29-04-2019 10:27:14,21-08-2018 19:21:50,20:7,New-York,London,Airbus A380,84
17-02-2018 17:14:04,12-01-2020 10:28:23,13:16,Kharkiv,London,Yakovlev Yak-40,71
29-11-2018 05:15:35,07-09-2020 13:25:20,16:20,Wasinghton,New-York,Yakovlev Yak-40,20
09-07-2020 23:16:17,19-03-2021 05:30:02,2:29,New-York,London,Boeing 777,3
16-06-2018 20:36:32,04-02-2020 10:44:52,7:7,Lviv,Warsaw,Tupolev Tu-154,27
19-08-2018 19:09:04,27-03-2020 05:19:54,3:9,LA,Kharkiv,Airbus A340,90
30-05-2019 05:52:41,11-09-2019 00:53:16,9:26,Wasinghton,Wasinghton,Tupolev Tu-154,3
22-09-2020 02:52:26,30-09-2020 09:40:40,4:39,Paris,Kyiv,Airbus A340,41
03-04-2020 17:54:24,30-01-2018 22:06:42,7:58,Paris,Paris,Tupolev Tu-154,89
27-02-2020 13:39:52,03-03-2019 11:19:20,17:25,Lviv,LA,Boeing 747,59
14-06-2019 16:48:59,02-01-2018 16:03:58,6:2,Kyiv,New-York,Airbus A380,9
15-01-2018 09:32:08,20-08-2018 00:04:26,21:42,Lviv,Kyiv,Boeing 747,17
07-02-2018 09:39:10,02-05-2018 14:31:08,21:0,London,Lviv,Yakovlev Yak-40,1
12-06-2019 03:31:44,14-04-2018 07:30:29,21:36,Gdansk,Lviv,Airbus A380,59
07-01-2021 16:24:45,26-01-2020 22:34:45,10:49,LA,Kharkiv,Airbus A340,62
19-10-2020 21:09:09,04-09-2020 13:11:55,19:1,London,Wasinghton,Boeing 747,36
09-02-2020 06:54:36,29-01-2020 21:20:05,23:24,Gdansk,Kharkiv,Tupolev Tu-154,25
24-08-2020 00:07:11,07-10-2018 19:42:55,21:12,New-York,Lviv,Boeing 747,53
31-01-2021 13:16:40,12-04-2020 12:40:47,12:10,Lviv,Gdansk,Boeing 777,75
18-10-2018 04:49:07,02-01-2020 12:12:00,23:20,Wasinghton,Paris,Boeing 777,67
26-04-2018 11:43:23,04-12-2020 13:28:09,7:48,Kharkiv,Paris,Boeing 777,4
04-03-2018 05:16:31,01-09-2020 07:40:49,15:52,Kyiv,Gdansk,Airbus A340,71
05-04-2021 05:03:23,07-10-2019 22:23:34,4:38,Gdansk,Lviv,Yakovlev Yak-40,17
25-05-2020 08:58:09,03-03-2020 20:33:11,4:17,Paris,London,Tupolev Tu-154,54
05-01-2018 17:42:26,27-03-2020 00:08:21,12:0,Kyiv,Wasinghton,Airbus A380,2
04-04-2020 07:56:15,10-10-2020 03:15:34,16:39,Kharkiv,Wasinghton,Airbus A380,44
14-06-2020 12:35:48,28-08-2019 22:12:18,10:28,Lviv,Lviv,Airbus A380,57
13-08-2018 16:39:13,15-03-2020 03:51:01,23:58,Wasinghton,Kyiv,Boeing 777,85
27-11-2019 22:01:53,27-01-2021 19:12:30,9:29,LA,Wasinghton,Boeing 777,75
30-04-2019 08:37:35,12-03-2019 01:14:28,0:12,LA,New-York,Yakovlev Yak-40,24
15-12-2020 13:25:20,06-10-2020 20:59:46,23:20,New-York,Kharkiv,Yakovlev Yak-40,76
22-05-2019 03:58:29,25-04-2018 01:38:27,0:41,LA,New-York,Airbus A380,19
22-05-2020 21:33:27,14-03-2021 11:54:51,6:52,Warsaw,Gdansk,Airbus A340,17
12-07-2019 05:51:51,18-10-2018 05:54:52,3:11,London,Kharkiv,Airbus A340,57
10-08-2020 18:50:49,09-10-2018 05:24:15,14:4,LA,Kharkiv,Airbus A340,12
14-05-2020 13:02:52,21-10-2020 23:46:30,20:6,Gdansk,Gdansk,Boeing 747,76
15-07-2018 01:44:28,05-11-2020 10:23:08,9:22,Kyiv,Wasinghton,Yakovlev Yak-40,19
02-05-2020 15:18:53,20-08-2020 07:16:13,0:21,Kyiv,Wasinghton,Airbus A340,50
19-02-2019 08:31:37,15-11-2018 20:10:15,2:18,Kyiv,London,Airbus A380,39
28-11-2020 00:49:53,15-01-2021 08:23:07,3:29,Kharkiv,Lviv,Airbus A380,8
05-10-2018 09:52:01,08-06-2020 08:06:31,11:12,New-York,Paris,Tupolev Tu-154,94
08-11-2018 18:25:19,18-08-2020 01:56:49,9:39,Kharkiv,LA,Yakovlev Yak-40,79
28-04-2019 16:33:29,04-07-2020 20:27:14,5:41,Kharkiv,Lviv,Tupolev Tu-154,87
17-02-2020 09:54:19,04-02-2019 04:06:51,2:10,Lviv,Lviv,Boeing 777,64
18-09-2020 08:16:01,21-10-2019 17:44:28,0:52,Lviv,Kyiv,Airbus A340,9
10-08-2018 19:05:47,24-09-2019 13:39:00,8:7,Kharkiv,London,Yakovlev Yak-40,20
12-03-2019 08:24:19,18-03-2020 12:34:17,19:43,Warsaw,Wasinghton,Yakovlev Yak-40,22
24-01-2021 07:39:25,17-10-2018 21:39:55,13:14,Gdansk,Wasinghton,Airbus A340,33
23-01-2018 07:15:12,01-01-2020 23:32:09,5:28,London,London,Boeing 777,88
05-06-2020 13:06:19,24-07-2020 21:42:21,9:22,Gdansk,Gdansk,Boeing 747,80
11-02-2021 10:03:24,08-01-2020 16:39:35,1:18,Wasinghton,Kyiv,Yakovlev Yak-40,80
05-07-2018 07:24:52,27-02-2020 10:12:19,19:42,LA,Gdansk,Airbus A340,66
25-03-2020 08:35:45,30-03-2021 23:57:17,10:13,Kharkiv,Wasinghton,Airbus A340,90
22-05-2018 13:37:55,20-07-2019 00:58:50,22:53,LA,London,Airbus A380,60
09-09-2020 05:25:16,15-09-2020 09:56:56,19:16,Lviv,Kyiv,Airbus A340,12
23-12-2018 17:18:11,04-10-2018 17:07:00,4:1,LA,Kyiv,Yakovlev Yak-40,94
01-03-2018 17:38:13,13-04-2020 11:09:33,15:17,Kyiv,Lviv,Airbus A380,13
02-02-2019 20:39:11,01-05-2018 17:18:19,7:9,Warsaw,Kyiv,Yakovlev Yak-40,1
13-09-2018 16:25:07,29-10-2018 21:07:35,14:50,Kharkiv,Warsaw,Boeing 747,85
17-07-2018 12:55:54,29-10-2019 11:05:41,22:50,London,LA,Boeing 777,28
25-04-2020 14:55:54,25-04-2020 19:06:51,0:23,LA,Gdansk,Boeing 747,93
07-02-2019 00:19:40,01-04-2021 01:20:29,14:59,Gdansk,New-York,Airbus A340,39
13-06-2018 11:56:01,18-03-2019 12:45:46,4:24,LA,Wasinghton,Boeing 777,62
23-07-2018 17:30:19,28-03-2018 19:38:20,21:59,Lviv,Gdansk,Boeing 747,49
14-10-2019 07:39:00,23-04-2020 07:12:03,9:35,London,New-York,Airbus A340,63
16-12-2020 14:55:37,03-06-2020 20:09:19,4:19,Warsaw,Warsaw,Yakovlev Yak-40,69
26-12-2018 04:51:14,02-06-2018 00:39:25,5:59,LA,Warsaw,Boeing 747,80
08-04-2020 02:40:56,10-12-2020 23:23:04,14:52,LA,Paris,Boeing 777,18
04-01-2021 21:47:14,02-02-2019 09:55:31,18:3,Kharkiv,London,Boeing 747,67
05-04-2019 20:07:33,31-01-2018 08:57:34,12:9,Wasinghton,Gdansk,Airbus A340,40
26-11-2020 23:18:31,05-10-2020 05:21:10,13:49,Wasinghton,LA,Airbus A340,43
07-05-2019 06:48:06,09-07-2018 21:25:53,11:42,Warsaw,Kharkiv,Tupolev Tu-154,99
12-07-2019 15:46:47,10-01-2019 09:31:04,4:41,LA,Lviv,Boeing 777,48
14-04-2018 15:45:49,07-05-2019 19:00:57,23:53,Lviv,Warsaw,Boeing 747,85
23-10-2019 21:35:00,30-01-2021 11:03:14,6:21,Paris,Kyiv,Airbus A340,70
22-08-2020 07:43:36,24-01-2018 21:54:51,9:24,Kharkiv,London,Airbus A380,18
04-03-2021 10:57:05,01-12-2018 22:40:24,15:3,Kharkiv,LA,Boeing 747,94
28-02-2018 13:11:43,27-01-2021 19:40:07,12:32,Paris,Paris,Yakovlev Yak-40,27
03-06-2020 10:23:39,09-05-2020 09:53:13,12:22,Wasinghton,Kyiv,Airbus A380,42
03-07-2018 20:43:48,05-02-2018 12:38:38,1:15,Kyiv,Lviv,Yakovlev Yak-40,74
26-03-2019 00:28:49,13-07-2019 17:08:32,23:16,Paris,Kyiv,Tupolev Tu-154,5
